-9.867000000000000455e+02 1.535619932838125433e-05
-9.544750000000000227e+02 1.535619932838125433e-05
-9.212999999999999545e+02 3.685487838811500768e-05
-8.871749999999999545e+02 3.685487838811500768e-05
-8.530499999999999545e+02 7.063851691055377262e-05
-8.189750000000000227e+02 6.449603717920127360e-05
-7.849500000000000455e+02 9.520843583596376870e-05
-7.500250000000000909e+02 1.136358750300212793e-04
-7.150499999999999545e+02 1.167071148956975356e-04
-6.818750000000000000e+02 1.105646351643450230e-04
-6.487250000000000227e+02 1.443482736867838015e-04
-6.146749999999999545e+02 1.842743919405750519e-04
-5.806250000000000000e+02 2.518416689854525818e-04
-5.457250000000000227e+02 3.624063041497975913e-04
-5.100000000000000000e+02 3.255514257616825701e-04
-4.751750000000000114e+02 3.624063041497975913e-04
-4.412000000000000455e+02 4.361160609260276337e-04
-4.064000000000000341e+02 5.866068143441638665e-04
-3.708000000000000114e+02 6.480316116576888838e-04
-3.378500000000000227e+02 6.265329325979551982e-04
-3.067000000000000455e+02 6.848864900458039593e-04
-2.718500000000000227e+02 8.814458414490840363e-04
-2.359000000000000057e+02 9.397993988969327974e-04
-2.017500000000000000e+02 1.071862713121011492e-03
-1.685499999999999829e+02 9.305856792999040285e-04
-1.353725000000000023e+02 9.612980779566664830e-04
-1.004950000000000045e+02 1.154786189494270412e-03
-6.660750000000000171e+01 1.068791473255335236e-03
-3.448024999999999807e+01 9.121582401058464908e-04
-2.300499999999999545e+00 1.071862713121011492e-03
3.087474999999999881e+01 1.292991983449701511e-03
6.598000000000000398e+01 1.228495946270500346e-03
1.009749999999999943e+02 1.179356108419680246e-03
1.350749999999999886e+02 1.127145030703184106e-03
1.711750000000000114e+02 1.406627858479722777e-03
2.090000000000000000e+02 1.234638426001852859e-03
2.431250000000000000e+02 9.244431995685515159e-04
2.735999999999999659e+02 8.108073245385302502e-04
3.076250000000000000e+02 9.490131184939614578e-04
3.443999999999999773e+02 8.783746015834077801e-04
3.777250000000000227e+02 6.480316116576888838e-04
4.111499999999999773e+02 8.138785644042065065e-04
4.481000000000000227e+02 6.480316116576888838e-04
4.823249999999999886e+02 4.637572197171138861e-04
5.148250000000000455e+02 4.852558987768476259e-04
5.501250000000000000e+02 4.453297805230563484e-04
5.845499999999999545e+02 3.869762230752075874e-04
6.162500000000000000e+02 2.426279493884238130e-04
6.478750000000000000e+02 2.856253075078913468e-04
6.839000000000000909e+02 2.426279493884238130e-04
7.235000000000000000e+02 2.487704291197763255e-04
7.594749999999999091e+02 1.812031520748987956e-04
7.927249999999999091e+02 1.259208344927262909e-04
8.250499999999999545e+02 1.074933952986687803e-04
8.564249999999999545e+02 8.599471623893502694e-05
8.922749999999999773e+02 7.063851691055377262e-05
9.299750000000000227e+02 7.370975677623001535e-05
9.641250000000000000e+02 3.992611825379126396e-05
9.955499999999999545e+02 3.378363852243875817e-05
1.026900000000000091e+03 3.992611825379126396e-05
1.060750000000000000e+03 4.913983785082001249e-05
1.078500000000000000e+03 0.000000000000000000e+00
