# fesc_ion	fesc_lya
3.274942463993796814e-03 9.619048462990367754e-02
3.232753438757911182e-03 1.213672374085080115e-02
1.762789584244616251e-02 5.853408508457201842e-01
2.884919879736344214e-03 3.919453568229322449e-01
7.854791971117188257e-03 2.639913899138991438e-01
1.126038485646316993e-03 6.257391940498688854e-01
2.207157915554718020e-02 2.864923452106760693e-01
2.071853022078327250e-03 2.794494650050975346e-02
9.904916609070774439e-03 4.252456476536062291e-01
7.334230706451258346e-03 1.096783803049163203e-01
5.364038272277145067e-03 5.256002462548737819e-01
2.418480169021705040e-01 9.519276534983340810e-01
1.402323249088552881e-01 9.952380952380952550e-01
1.385811219842002055e-02 5.499109215569831788e-01
1.296546279714693014e-03 1.170212655022936053e-02
1.348264801072568202e-04 1.083556203906313326e-01
2.319313457368333067e-02 8.034493721188999960e-01
4.138974947366161339e-03 3.712152923119854675e-01
1.674954965931420292e-01 9.364470235866716452e-01
3.202594206367095908e-02 7.414459765083534215e-01
1.326721750591916636e-03 5.549188668130455859e-01
7.813259096708945889e-03 3.477464645436972313e-01
1.793805547697329417e-01 9.739047619047619397e-01
4.144161382279817896e-02 8.656845007323167307e-01
5.889764172632214190e-02 8.926252112801351668e-01
1.419755259061527414e-02 8.624411134903640086e-01
7.470419509573203443e-02 8.484567380671276249e-01
4.934816002769246493e-03 5.540773456856619150e-01
1.556805921690178687e-02 3.731800220711259941e-01
1.297925294359075082e-02 5.502682033034149711e-01
6.805119708916470764e-03 3.357284589020503862e-02
1.098748462114649258e-04 8.299806173115979735e-02
8.225340296653318051e-04 4.471506067893294412e-01
6.297982177106222629e-03 4.416220795774594005e-02
6.319421809502225040e-02 5.040761532828899050e-01
5.573566542474561215e-03 8.783240027991602306e-01
3.098641113885068285e-02 3.547023236628626397e-01
7.091678758362877921e-02 8.501141262997717885e-01
2.741421351268053322e-02 9.007551240560949246e-01
1.434513575199329897e-03 3.135307625779129581e-01
4.115034313698121005e-02 7.422960947267779330e-01
3.697029085593524222e-02 4.968300827566181077e-01
9.250070358840337158e-05 5.834931011723292621e-02
9.384295703445783357e-03 1.953735027886989162e-01
7.191527331173679267e-03 1.260744641204121219e-01
5.982587863752641261e-02 8.997760859829825320e-01
4.054388075205631048e-02 8.382218529289572340e-01
1.305821341717537925e-03 8.738269030239833590e-01
1.621293632130742582e-02 6.552275051124744065e-01
1.307458863411519595e-02 6.464208242950107985e-01
9.697864064349883545e-04 5.162153970499090416e-01
2.471650773360995618e-02 7.030244307564537110e-01
3.923041184666378918e-03 7.235708129847744363e-01
1.036876042721817130e-03 5.924326192121630585e-01
9.826233610721928080e-03 4.585990081473609870e-01
5.204942840264067255e-03 8.807226802315383241e-01
1.680585670319159619e-01 7.787106215820688293e-01
3.917755615767725547e-02 8.869026548672566124e-01
4.227662868271686082e-05 1.614619801148298520e-02
9.342095827805678085e-03 9.517142857142857348e-01
1.210593407609994974e-02 3.311532592108131778e-01
2.236610666015023327e-02 6.905162309534729204e-02
9.280346602307750793e-05 8.495821727019499114e-01
6.381051530670288352e-02 3.906806049822064142e-01
2.787798841472008751e-02 5.400403054730589236e-01
3.125475971902554745e-02 9.837142857142857633e-01
3.812335885211299256e-03 2.102251903734169425e-01
2.038671148422822529e-02 8.539421200033947557e-01
2.078590562737810295e-03 5.627374332434069704e-01
2.984643667293895505e-02 5.632487086493020989e-01
1.004418673550317755e-02 9.109495683780099995e-01
1.517452894084862954e-02 4.209140264160116662e-01
9.826666365922393041e-04 4.442072249874839257e-02
6.333631451154810715e-03 3.081692303150187495e-01
2.154687952301180820e-01 9.066510030724742597e-01
3.947440509246979631e-03 7.814190755912815423e-01
1.110270709292819581e-03 9.690476190476190466e-01
4.393904311212449600e-03 3.948079196448842781e-02
1.562833824210326200e-04 6.303691378566586012e-01
1.326900626474965955e-02 6.153522481365713004e-01
8.237939904438433547e-02 9.791428571428570926e-01
3.017682023683714108e-03 1.640841673700711434e-01
8.661820511149293661e-03 3.543566914671730794e-02
2.107626237542623709e-02 4.199813106894730308e-01
1.051922587204303467e-03 4.710993013674090735e-01
1.872536109338803281e-02 2.750676417798494366e-01
7.237322956373202013e-03 4.185942335885323162e-01
1.650559719399600708e-02 7.543559195830230601e-01
3.934139599682216228e-04 6.600978998894678484e-02
1.941650788007445172e-01 9.602857142857142980e-01
1.497536074608596945e-01 9.773333333333333872e-01
1.772018158598877638e-02 8.176965383371077589e-01
3.761061090897683916e-03 2.865589169774830913e-01
1.729974354280016113e-01 9.891428571428571015e-01
1.097425602962202179e-02 4.180660339093048017e-01
5.000515173402705037e-03 8.011449471257056087e-01
1.344182144630884498e-03 3.679285561801750593e-01
3.499097197647313973e-01 9.839999999999999858e-01
5.299937080381941345e-04 5.204097078560976364e-01
2.100572829073769909e-01 9.886666666666666936e-01
8.169920527146773068e-03 6.250459727841117807e-01
9.086287534732616356e-02 6.802752906588266368e-01
2.826985737042972749e-02 8.195934959349593374e-01
7.874229186506730149e-03 1.995363897269850639e-01
3.576733365955531846e-03 7.240789567448158159e-01
5.435560109907340912e-04 7.205518855883397134e-02
5.284777102329780768e-04 7.365782782419179053e-01
1.777030382031330805e-02 4.909064940011426126e-01
7.266325593131606891e-03 8.969799857040743341e-01
2.115986715496777013e-02 9.217039286042874036e-01
1.309658534433999662e-02 2.856672429406437730e-01
4.447100162142796423e-03 3.980915002501058120e-01
6.957375247004607757e-03 2.004114772769021724e-01
3.841208096687594858e-02 9.579047619047619255e-01
5.020856974718183527e-03 2.668816094918751713e-01
1.635947364754979094e-02 8.864821854831579362e-01
3.306183280852933309e-02 9.536190476190475884e-01
9.405678900218362309e-03 6.596725288053364999e-02
1.312575554647615050e-01 9.166666666666666297e-01
6.010605496883586474e-02 4.390129958379342390e-01
1.849743648539339813e-02 5.647958335641863892e-01
3.950109027209275890e-03 2.578037410751165548e-01
2.197139570640925001e-03 1.715787467843871983e-01
7.324776313625859514e-03 5.705535014623916990e-01
2.393826855007454707e-02 9.218807508281192664e-01
1.253314638376412486e-02 6.155637840420449258e-01
4.887402714934770999e-03 8.311752577319587720e-01
8.599900967691267994e-02 9.857142857142857650e-01
8.120746275167200958e-04 1.060070323349518867e-01
2.470573115739300996e-02 9.437142857142857277e-01
5.485764840282605220e-02 9.409523809523809845e-01
8.125982012115150199e-02 8.465171192443919912e-01
2.119249186510163974e-01 9.384197206860999119e-01
1.522638300384169044e-02 3.989587719634039020e-01
3.288792423092776543e-03 7.178759051540536396e-01
8.572806877759133262e-03 9.394285714285713906e-01
1.093600913937429336e-03 7.799537393986122336e-01
1.847920481608806404e-04 1.648970747562296946e-01
4.745891563861369400e-02 6.844426623897353901e-01
8.771952162974827605e-03 8.010033444816053727e-01
3.247686788786002289e-03 6.351685599120556747e-01
8.184404896267353027e-03 1.521823472356934881e-01
8.530620679530720452e-02 9.231974921630093922e-01
9.563917161471770538e-04 3.209910538752665243e-02
1.996205015666342036e-02 7.073899152660091394e-01
1.000257086030812426e-01 8.496044436963474666e-01
1.242520881275030117e-02 1.495455910046123160e-01
2.092121457628220715e-01 8.232174906183716834e-01
8.608791152266804386e-03 6.340499135161847821e-01
2.148220740879487334e-01 8.086197228230392886e-01
2.800479757554503752e-03 7.525831631712297243e-02
1.542641775676690825e-03 3.436198471780408381e-01
9.534143789977833627e-02 7.031389518510886560e-01
2.269284983101872710e-02 3.198349633251833524e-01
3.564352883405955824e-02 9.163809523809524071e-01
1.037151507917464036e-02 6.967887625827687281e-02
1.001302670086506724e-01 8.930352689704310620e-01
6.770697266322130148e-03 2.666231860427197009e-02
1.047452064998417171e-01 8.938557435440783738e-01
9.136400421463932689e-05 1.427103831649421603e-02
8.394769002361744670e-02 6.398275969767005522e-01
1.595129683307894980e-02 4.408144141074242794e-01
2.573765945788114573e-02 9.809999999999999831e-01
2.288508368542765178e-03 1.464413653261237014e-01
2.379576750665429730e-02 6.312868019352660953e-01
4.346593935210559326e-03 7.354266608518680304e-01
3.726113923734203359e-02 7.961632588616088801e-01
1.353879308981047885e-02 1.693699365463311179e-01
3.447309718093267972e-03 5.267022696929238856e-01
7.392949232752698630e-04 1.450703659565351356e-01
4.082690419729713806e-04 2.016808349954493651e-01
2.959717016810808551e-02 3.966439874627322171e-01
7.505473851606197155e-04 6.922868558271821904e-01
1.409917728747603176e-02 8.741842860871834597e-01
7.640086676592858705e-04 3.977272727272727071e-01
4.469977223906775802e-04 2.893324387789332208e-01
9.077633109511155929e-02 8.474148802017654747e-01
8.753135036431911042e-02 9.349775784753363572e-01
1.195819534531876033e-01 7.254157110091743466e-01
7.749203864054131710e-03 3.770952251517622478e-01
3.774303328415130193e-02 7.070839969531196312e-01
1.137825578339667493e-01 9.818095238095237987e-01
3.454104708372527505e-02 3.813156440022111848e-01
4.203975939661725586e-03 9.608571428571428541e-01
1.847103936965793086e-02 2.354767184035476690e-01
4.933452063908213420e-03 8.626411139867579125e-02
9.127567865036483041e-03 8.411434319725039632e-01
6.000850550215303808e-02 7.373436136165260057e-01
2.913120435609030737e-02 9.519047619047619202e-01
3.523618755424452222e-03 9.404761904761904656e-01
1.035955860933605518e-02 3.566810415559012321e-02
1.902168165445854500e-02 7.041154536666206498e-01
1.720658645582532134e-02 8.370394955194158104e-01
2.304310652233940854e-02 4.985571044265101337e-01
2.409464980320008814e-03 2.926304615040786761e-01
2.016036396627033170e-02 5.516795865633075113e-01
9.043711901670007172e-03 1.206869510664993761e-01
2.245987825109292402e-01 9.530476190476190324e-01
1.982315156510115403e-02 2.049693083629823553e-01
9.102793602394164798e-04 4.694201387314684837e-01
5.199920674546130127e-03 1.706971314209473067e-01
5.481051774416543718e-03 3.683650675460057311e-01
2.599151527315139709e-02 4.070415045758585260e-01
1.161083948149343320e-01 6.472833693854179726e-01
1.113836886742274219e-02 9.699999999999999734e-01
2.756824725478345187e-02 9.844761904761905047e-01
9.264875436016664634e-02 9.645714285714285241e-01
3.469133401927548821e-02 9.771428571428570908e-01
4.486765513746496931e-02 6.685985247629083750e-01
2.738215563366896282e-02 3.453368735479588336e-01
3.213458844881422402e-03 8.052644211536923446e-01
3.894363395327985703e-03 8.419249728465201255e-01
1.058024850390852090e-01 9.168878718535469208e-01
7.464205235407886385e-02 4.623446689957104172e-01
6.915376692786148315e-04 5.878607079341403585e-01
3.799292470749848945e-03 1.196981758249150707e-01
1.020066373588767762e-02 6.598880236823476686e-01
4.971818456743856002e-02 7.084375868779538843e-01
1.288562618851815667e-02 1.720454882082846360e-01
5.263138111797019012e-04 7.653533743262734834e-01
7.804333297933659618e-03 6.153707052441229619e-01
1.409526547232329598e-02 9.162857142857142589e-01
9.622289644347314236e-03 9.849523809523809126e-01
2.453338151558290985e-04 4.279187552213867818e-01
8.803208664749784598e-03 6.243982694534153666e-01
1.883841052331575519e-02 6.917576014408306495e-01
3.664533635539908851e-01 9.963809523809523672e-01
5.500107064196795188e-03 6.534723563107420752e-01
3.329898824685171687e-03 9.225714285714285978e-01
5.330192841179569666e-03 2.412067009277180929e-01
2.133323017664001133e-04 3.240044073665984681e-01
6.240067478508496551e-02 6.813194210703467091e-01
8.366993816017654793e-04 3.696412336527029607e-01
1.084435923178522949e-02 1.643934292738689906e-01
4.932092995400073031e-03 8.761115954664341343e-01
1.768473557387054270e-03 2.461932512454177990e-01
6.428002388274739985e-03 7.985003946329912727e-01
4.376213230024796411e-03 7.566149464058166130e-01
8.808154262364078927e-05 1.702081885281170326e-01
1.184290760078226049e-02 7.075860143764394206e-01
5.884833751474792020e-03 9.207995243424733911e-02
2.026437957443184487e-02 2.617225235936687100e-01
2.202751508900015632e-03 2.190264576389746032e-01
1.541473001395534184e-02 7.347278517660683628e-01
1.524499885030656220e-02 2.111065741118824113e-01
1.163069732214928355e-02 3.891311517461248370e-01
3.689425656795372599e-01 9.521995810321843834e-01
9.659241650591829376e-02 6.693436903429662577e-01
1.500284377316122852e-01 8.669372247647008090e-01
7.556800489657002247e-03 9.639047619047619309e-01
6.680250448446570233e-02 8.756752047395016669e-01
3.677448064834109697e-03 2.376755837881363576e-01
6.292485943568111584e-02 9.931428571428571050e-01
9.133968645517680229e-03 4.458808063102541741e-01
5.033978653865331387e-03 5.015846701448144485e-01
1.235928069073155729e-02 7.294141400545142706e-02
5.061019901478058802e-03 7.674031476997578149e-01
4.629714199612485620e-02 8.373344370860926755e-01
4.300998248038120746e-03 8.445578515853761070e-01
1.000675964456108381e-02 9.554285714285714048e-01
1.262891635684177706e-02 4.912896947833104155e-01
3.273307423578762643e-02 2.139112338415976311e-01
6.432544403986261219e-03 7.305695746214851960e-01
9.640176002335350963e-03 9.709523809523809001e-01
2.967029293889382382e-04 4.039962897116796681e-01
1.379182102607718133e-02 9.548139869072329311e-02
9.937880449776233575e-05 3.140946471066662915e-01
2.476803872252030230e-03 9.180952380952380754e-01
1.025992440807053929e-02 7.317302137492778247e-01
4.126421007686709684e-03 3.123554375590820512e-02
1.152514293225432966e-02 5.085840058694057753e-01
2.354018459015858131e-03 4.586214588445237661e-01
6.268233499951024381e-04 6.478908265721657067e-02
1.265995743404761155e-02 4.921190893169877234e-01
1.018319072761833533e-02 2.833494571643556115e-01
2.986762543518239107e-03 2.666269604923565684e-01
9.748823045846895935e-03 7.477830328111143565e-01
1.122945352079759420e-03 1.022289063705074802e-01
1.161200622956137379e-01 9.184981684981684547e-01
1.662824698746384264e-02 8.634686346863468254e-01
1.275008056679185209e-01 8.996402545890600511e-01
3.052828814223688958e-02 9.233374933143162488e-01
1.225805847105850555e-01 9.208930540242558083e-01
2.225109385778055449e-02 5.053810998083443362e-01
7.640166692294161899e-02 7.014718133851708393e-01
4.324928786414516209e-04 6.472643822041412864e-02
2.984869671284377454e-02 9.817142857142857615e-01
1.564398770193047711e-02 8.381715048381714883e-01
6.123738308647576345e-02 6.402980440856876898e-01
2.901492194889933492e-03 4.508675598506479143e-01
2.429538108046592343e-02 2.582173600257994250e-01
4.297506589602392499e-03 5.666611231221242440e-01
9.414431160784398830e-03 7.647192543759945282e-01
2.029692625225088865e-04 5.373707592486737239e-02
6.137850038568648525e-03 4.211971887874626508e-01
1.394336329058008285e-02 1.603938335541370552e-01
7.514641393346712696e-04 4.867347414556814633e-01
1.254431534725633339e-02 4.265585319898418937e-01
6.938699351406196238e-03 4.416369954098923190e-01
1.815018919767193845e-02 7.337497276490667630e-01
1.727128989082864566e-02 5.544849239430520438e-01
7.923126670757296014e-03 6.040107882373412229e-01
8.642216152049670905e-03 6.201917243053027828e-01
8.452811828402666261e-02 9.055309934133357608e-01
1.406352915126443670e-02 3.364446741166591259e-01
2.556539000286099650e-02 1.688860332503413497e-01
1.016466712457050371e-02 7.071918995769470584e-01
4.642313607344948911e-01 9.956190476190476257e-01
6.392517669409076685e-04 1.635881271779176735e-02
1.504766189979494379e-02 9.564761904761904798e-01
1.902422206845514052e-01 9.405903365294228102e-01
1.066234783307370981e-01 9.659999999999999698e-01
1.963905851454047502e-01 9.565714285714285170e-01
4.925191467509529991e-03 4.364221770376022075e-02
4.504794205923687072e-04 3.438382094112177323e-01
7.607366346389090542e-04 5.845717627070025346e-02
1.892886967135485720e-03 2.015033627851773590e-01
8.233192301162912605e-03 1.165019892449613015e-01
5.752870709358724743e-04 3.474355249886570962e-02
1.044325019881267233e-02 9.529523809523809952e-01
4.709549097530742537e-03 8.941229892113251865e-02
1.694857296019607745e-02 9.230982019363762614e-01
8.966476747888950990e-05 2.265222870516607825e-02
6.255215770769287364e-02 4.426059979317476523e-01
2.122695761534384301e-02 7.544994793990777993e-01
1.346886576944149594e-01 5.984719365265941393e-01
5.373380513310809306e-04 8.400765900765900795e-01
2.209528280203128595e-02 7.432501646301309384e-01
1.354075790381146366e-02 6.524218349564325781e-01
1.024848372522020878e-01 7.067757819543657449e-01
1.582618995088449498e-01 9.592380952380952230e-01
1.777526066841152996e-01 9.667619047619047112e-01
1.117142105323501791e-02 1.845375952477768255e-01
1.240394590389204453e-03 3.849316092383586185e-01
1.690937453269544940e-04 2.043986668424124797e-01
7.817039789275458811e-03 5.223819720607729700e-01
2.087318690797583531e-03 1.493585914611599286e-01
1.485703239105808267e-02 2.467692164914967179e-01
7.181565433777152324e-05 3.226425014690872950e-01
1.695761913673187946e-02 9.855238095238094687e-01
1.293229682477534115e-02 6.090163594210460524e-02
1.422033762616565014e-02 9.303809523809524196e-01
3.097221661431084350e-01 7.808610960810079549e-01
1.503754796671406824e-02 7.658117056092549335e-01
6.270405518749201310e-03 4.226885191623209748e-01
3.214490783308909805e-02 7.049123536340331508e-01
1.417598540340973302e-03 3.559640914966096664e-02
9.803070759582938748e-03 2.487383339094365597e-01
2.613985023273845965e-02 4.492373791621911971e-01
2.776701415463658229e-01 8.665933375235700398e-01
2.053007410999744750e-02 3.364015394483643173e-01
6.121827385348781354e-03 1.820307835202016888e-01
9.444419100162509267e-03 3.532566269558429228e-01
7.080013079675736946e-03 9.190476190476190022e-01
7.841664761885455692e-02 7.298690143869444036e-01
1.680115238159052629e-02 5.454642647137435407e-01
4.874054161231491933e-02 9.624761904761904852e-01
4.854682013701547977e-02 7.255491164055233311e-01
1.348570240067769321e-01 9.133764931157107858e-01
2.750631218109005419e-02 4.244592616685640141e-01
2.349413398012643959e-03 9.190476190476190022e-01
8.302574484074394523e-02 8.555735331686962208e-01
3.930125091319702779e-02 2.278860569715142337e-01
1.079972464432734924e-01 6.225657254138267094e-01
9.521378837141428186e-02 8.275211290719619583e-01
1.087735199882434306e-02 6.061724107995485333e-01
1.723500323788076851e-03 1.677824006006193858e-01
1.565367655566829441e-02 6.152407385060938427e-01
1.086915952252808099e-01 8.294873908027031728e-01
2.810848245495257275e-03 8.641052088705518663e-01
2.223273405404554981e-03 2.381752217145928496e-01
8.146386880326046470e-04 1.278380986113316353e-01
4.578769140179021063e-03 6.842637540453074818e-01
1.466301266623572111e-03 7.282740862599241805e-01
1.363862065203581657e-03 1.498556194070388980e-01
1.196468938713784146e-02 6.031708610832793305e-01
2.315897762695809045e-04 2.406352148995379719e-02
9.274753572269849727e-03 2.455590386624869337e-01
1.362563089347744449e-01 3.950903304315267484e-01
6.499157837041569241e-02 3.902298630031850735e-01
3.322201234571844908e-02 9.401904761904762431e-01
1.112448108411735574e-03 9.633333333333333748e-01
8.923353470969720702e-02 9.556190476190475902e-01
2.711688739815693375e-03 7.908694144170183571e-02
3.346750917215515243e-03 8.596265844467283479e-01
1.017946862260881661e-03 1.016806324859158284e-01
2.270214320638123257e-02 9.138095238095238493e-01
1.089778377221683331e-02 1.901065696864426835e-01
2.712494140804842802e-02 3.389685285879057708e-01
2.402240091473961583e-03 6.778661365142478745e-01
2.010595431855734250e-02 9.357142857142857206e-01
4.611335288688580246e-03 7.773393793062835511e-02
2.630153143816155864e-02 7.076493188962627023e-01
8.824188374848463204e-03 1.101272416102388602e-01
1.429487535072873714e-03 3.170604479901810158e-01
2.878835684106451631e-01 9.391124871001031993e-01
2.033794172836111622e-02 9.664761904761904887e-01
1.014535995224646707e-02 9.509319132750094772e-01
7.245352432659436315e-04 6.531100478468899739e-01
2.654120258486769579e-03 9.329523809523809774e-01
1.058326005374116974e-01 5.581848703092001651e-01
9.388669574984105344e-04 6.497218492230960596e-01
3.491062224226981238e-03 3.521902714324106620e-01
1.252515644334366469e-02 8.803186832428646635e-01
1.918368127193020162e-02 9.419999999999999485e-01
5.349452186534352401e-03 2.812720294509281627e-01
2.498307721532714784e-02 5.468917470525187507e-01
1.185297969440813823e-02 7.844459951926804342e-01
1.030456392460247367e-03 1.841900449287154629e-01
1.832183309590513717e-02 8.849510711451996636e-01
5.747999347031532841e-02 7.457165968085888164e-01
3.749507937316328143e-01 9.595238095238095566e-01
3.871258221325298288e-01 9.972380952380952568e-01
1.587665491031440418e-02 2.822794445756883763e-01
1.719379075182654690e-04 1.058407291916526743e-01
7.269415710971173852e-03 6.663181283492354279e-01
5.136269422167485249e-02 7.387026239067054911e-01
5.587034515210628771e-03 9.607466124907036720e-02
1.214183593919989854e-02 1.903981437147803102e-01
2.758251464294211516e-02 5.163292448647849309e-01
1.650989511389933714e-03 7.827095576863594140e-01
1.596759475680656695e-02 8.498984083982390469e-01
2.081699238544924922e-03 5.802767316194530345e-01
3.772707580555587688e-03 3.226234158675341246e-01
9.827014061956296231e-03 7.630031659882405837e-01
8.655767431492548264e-03 4.227351320921629574e-01
1.753541775746133430e-02 3.228124040528093097e-01
8.156515657879682621e-05 7.452446913088012215e-02
4.511592238178137315e-02 8.665861235761131987e-01
4.974403613189604632e-03 8.041785827772481854e-01
2.073268002696622078e-03 1.269024390243902456e-01
6.106826649043277377e-02 9.094620339290574451e-01
1.550992536605956540e-02 5.591632163870123851e-01
4.156144755650122841e-03 6.495982655273562223e-01
4.770253884469817551e-05 4.170332996972754835e-01
9.774048318139283431e-02 6.305764100018613760e-01
3.533426796160617916e-02 8.108542068079640508e-01
4.170941675614344693e-04 5.637412263996952611e-01
1.834148309222017117e-02 8.552821997105644058e-01
2.770124756394148815e-03 6.760741085065409273e-01
3.289581754554764259e-02 8.186536901865368865e-01
9.223853784420215154e-03 4.609887901388950993e-01
1.088177926054892733e-02 8.347737895758002846e-01
1.042264698583809297e-05 1.486581289461738342e-01
2.033846305991867179e-02 2.102392025274229248e-01
1.113270427282263414e-01 9.639999999999999680e-01
7.876478850396173570e-02 9.724761904761904940e-01
4.187918976386319908e-02 8.492873408113350564e-01
2.037483978238865678e-01 9.930476190476190679e-01
3.822814508617402001e-03 6.906107441955471327e-01
1.883758992836479613e-03 4.488499452354873798e-01
1.698839814483942695e-02 9.414285714285713924e-01
1.608037287296955851e-03 2.603659891833156603e-01
1.627949960971302734e-01 3.812284435312247588e-01
1.891064311825040312e-01 5.688134464969213377e-01
2.779910524082625928e-02 9.327619047619047921e-01
1.074865888787579216e-01 5.151604453176162890e-01
3.542224799111040601e-02 2.973496546689876063e-01
8.601595185990360990e-04 6.131985162139523826e-01
1.629921869539383960e-03 6.942497448111603076e-01
3.912507007467114217e-02 9.858095238095238022e-01
9.924945014411078181e-02 8.176719232645098812e-01
1.668758217599900992e-02 7.458413072280288825e-01
4.295606393479297312e-03 6.499777904689383323e-01
3.124294062161950183e-03 1.457773512476007727e-01
6.607228847135662546e-03 8.464312672984987129e-01
1.954170913156241460e-02 8.042871941987409512e-01
1.226169075636657363e-01 8.437866845547543626e-01
2.296906067854587001e-03 1.572570837893712825e-01
6.516269734926945570e-03 6.790024671600987105e-01
5.649575753987836138e-03 9.645714285714285241e-01
9.240462152656789274e-02 9.689523809523808984e-01
9.183379800869138562e-03 5.441758519009098211e-02
5.242689428444568915e-03 7.468438538205980359e-01
1.304492015083548728e-01 9.631428571428571894e-01
1.748390579825506441e-01 7.172418680462050444e-01
7.789085124170565168e-04 2.825088679297165228e-01
1.559167659447291757e-02 9.590476190476190377e-01
2.655424981069901338e-02 9.125011381225530682e-01
2.137572797175377268e-03 5.108509473609860324e-02
1.684946378296452163e-01 9.027990279902798898e-01
7.093063837861574537e-03 3.350266781686315753e-01
5.703817593004175193e-03 6.843342738143222137e-01
3.856122390235347530e-03 2.904452141589929925e-01
1.568451012644565823e-02 7.747568354139542368e-01
7.012984642894738198e-03 4.049829536741025859e-02
1.956420054772644093e-02 8.753804678667710393e-01
6.723862033106415767e-03 6.648319245134657329e-01
2.466873805634511863e-03 9.627619047619047077e-01
1.314407379321637717e-02 6.276112066846890603e-01
5.374827857628452187e-03 5.311760469184072520e-01
1.341626404744305709e-02 3.840106300520429450e-01
9.373491605576658768e-04 2.153381966975965733e-01
1.133933753190786847e-01 9.068148951554590997e-01
3.287303756055834250e-04 6.454769269616816851e-01
1.764592861419683745e-01 8.784433756012243188e-01
1.337959421700851866e-02 6.041666666666666297e-01
3.924935852928099905e-02 6.526483726866624258e-01
3.175895533683149516e-03 9.232909685294092561e-02
3.491839061018603418e-02 6.724569022239768046e-01
7.968757822323217798e-05 6.710301276147875305e-01
4.996059597826746183e-03 4.728940570678352023e-02
8.648796216004294574e-03 6.097560975609755962e-01
5.103364365874786188e-03 6.724307975540798621e-01
1.906400411163999553e-01 9.090332517894355036e-01
3.237590508626748964e-02 3.606862339809838724e-01
1.680686304043558024e-02 9.245714285714285996e-01
4.006894296989446484e-03 3.820655580546439833e-01
4.909224768845001780e-03 8.455339153794493301e-01
3.077085395175951921e-02 9.508571428571428452e-01
2.305563848254454581e-02 9.867619047619047290e-01
1.639718269558343780e-02 8.225753871230644387e-01
4.370217968906770921e-04 4.375183893068807506e-01
1.905511980503478420e-02 4.277191372189077523e-01
4.409591426731153049e-03 9.038444224363014756e-01
6.850951702407752657e-05 5.660168976751891456e-01
2.122891946923963560e-02 5.694590554232877855e-01
1.903939905119002296e-02 3.448062721623995630e-01
1.756374177255683438e-03 4.543206605731443526e-01
8.147139362453169331e-02 9.027815284904131543e-01
1.212710994503369416e-01 9.335322084459773961e-01
2.475344678538504706e-02 2.139301493372783303e-01
8.830708667492916109e-02 4.881687731635465100e-01
7.427905223085093378e-02 4.302392739273927513e-01
6.013465729214242765e-04 2.561778834249492376e-01
1.746719463948213369e-01 9.169486874599835913e-01
2.530376518536572861e-01 9.082427536231884035e-01
6.476805224134311867e-02 5.178435839028093790e-01
2.988998295926144789e-03 2.309084488390571177e-01
7.748961019558549268e-02 9.092723643621847263e-01
6.510396005803324726e-03 5.192982456140350367e-01
2.748036368130827786e-02 7.090883649338837191e-01
1.582111619339814437e-03 2.098703387275102916e-01
9.618076915676340016e-03 7.689683923292655043e-01
9.250135795337884048e-02 6.627854029792493717e-01
1.498715435540232954e-01 9.251223340411780516e-01
1.076500820969801889e-02 9.747619047619047183e-01
2.300600457936807439e-02 6.541329219694047570e-01
3.497709953975712549e-02 3.568302859662810800e-01
3.428279455146154842e-02 5.194871532921284674e-01
9.523807341721961944e-03 9.399999999999999467e-01
3.287747048623643198e-02 6.499715063635788104e-01
2.438570921428676389e-02 4.780621998414696927e-01
6.183973243567479627e-02 5.073540190569264530e-01
2.824568121708212476e-03 5.358996621430323765e-02
9.236039040384301079e-04 2.748953644476032632e-01
5.910712533086584248e-04 3.264312584958745656e-01
1.022825559652481772e-02 8.944132584870355673e-01
1.281862221600794764e-02 5.593127298677059711e-01
7.877337215556915948e-03 3.345551907691327043e-01
3.382883244086692855e-03 1.332073805083913987e-01
3.780554009695336753e-02 8.259301753810850411e-01
1.083029476059442682e-04 4.243886613406869790e-01
9.047900124550952231e-03 1.923168172278492682e-01
2.417355225471540942e-02 1.668568608703697997e-01
1.619052041699970898e-03 9.134285714285714786e-01
8.689576794414304375e-03 1.938992582178730717e-01
8.511422990549775275e-03 8.849167914061811802e-01
4.134269992274360733e-02 9.323809523809524213e-01
5.928775585664814232e-03 6.639376218323587153e-01
1.901091605509606366e-03 1.247865119334355122e-01
4.443997374871624939e-03 8.614056087551299479e-01
5.215162079637737647e-02 7.565450883866636778e-01
1.889014953442010730e-02 4.071169378438487807e-01
9.214016185273880832e-02 8.308884127245755868e-01
1.094364511317828526e-01 4.368061664781534015e-01
5.824986348586043416e-02 8.121941436020858607e-01
1.137871845545923855e-01 9.263196819820652683e-01
1.357247657706922399e-02 5.568791586177290753e-01
1.443814745025207291e-01 9.084481508339375955e-01
7.735228199742259780e-02 9.388023277642200126e-01
8.492652708434614631e-03 1.048200582548698967e-01
5.964173681061570725e-02 9.698095238095237880e-01
5.152994192729172182e-03 3.808238169944179186e-01
1.093506141488392730e-01 9.564761904761904798e-01
8.220652546685251055e-03 3.455121730347253395e-02
1.174168732852238183e-02 4.005132791538670856e-01
1.239036233107027873e-01 6.547059202473748396e-01
3.878368784944702212e-03 8.851071334097522225e-01
5.512823650124670273e-03 9.527619047619048098e-01
1.042101285478287155e-02 1.866862474703153696e-01
4.950632376732094254e-03 4.188293476801049214e-02
