ID,H_em,P_cl,T_ICM,T_cl,Z_cl,beta_cl,chisq,cloud_Rin,cloud_Rout,f_cl,grid_rnd_seed,id,n_HI_ICM,n_HI_cl,r_cl,r_gal,sigma_cl,sigma_i,vinf_cl,zeta_Z
677,1142.813,0.5986247,22455630.0,5998.475,0.497250544505,2.36,3076.0974041,0.0,5000.0,7.8393094038,123456,677,8.615088e-09,0.07546767,135.9854,5000.0,5.941469,51.6787,575.9628,0.0419732245145
678,2799.167,0.1873961,15287880.0,5979.381,0.0608075270146,1.4,165.176184237,0.0,5000.0,0.909089018517,123456,678,1.148867e-07,0.2743611,106.9901,5000.0,28.49975,25.7639,13.1858,0.00281212098063
679,760.7705,0.4092904,10476670.0,11318.63,0.0697760710302,1.33,818.530716916,0.0,5000.0,7.8625245755,123456,679,1.473012e-09,0.5021637,85.74598,5000.0,16.55784,45.24634,180.4889,0.00225358210827
680,2994.67,0.0769607,1636457.0,10460.23,0.07017056862,1.68,789.585246185,0.0,5000.0,1.73094190357,123456,680,2.412397e-09,0.06502427,40.22726,5000.0,17.57101,42.24331,344.4277,0.0480399167431
681,1100.103,0.531134,25555700.0,36746.14,0.0497053306839,1.22,605.4953029,0.0,5000.0,4.2719961568,123456,681,2.103534e-07,1.831341,71.2687,5000.0,86.1954,98.6153,480.1815,0.00100029215613
682,2443.226,0.3336919,1978422.0,12723.2,0.368811151952,2.13,508.661012025,0.0,5000.0,2.18210422198,123456,682,2.98015e-12,0.5923053,121.2441,5000.0,60.86559,29.75306,219.5619,0.000719334700319
683,2447.478,0.4191874,5679064.0,8351.486,0.488055520082,1.15,92.3742859571,0.0,5000.0,3.92620394901,123456,683,1.308652e-10,0.07681833,61.2609,5000.0,86.69343,40.30109,1.372696,0.0314707258901
684,2918.839,0.6429206,6576886.0,14529.9,0.225323320742,1.1,288.350379896,0.0,5000.0,7.33689169779,123456,684,1.158953e-10,0.2768381,175.3076,5000.0,51.08522,79.91989,747.461,0.00165082454665
685,1156.253,0.8117284,1083680.0,5914.17,0.234053165653,1.73,68.6910856077,0.0,5000.0,4.39347815165,123456,685,7.994433e-09,0.2236632,85.38699,5000.0,59.72905,99.007,18.52969,0.0333919104533
686,1892.553,0.9495913,377519.3,13782.3,0.976765330162,1.42,145.2293637,0.0,5000.0,7.09563049583,123456,686,1.098047e-11,0.4277401,99.6097,5000.0,65.28945,79.41501,161.9069,0.00177190147247
687,1483.29,0.9960172,395608.3,48698.78,0.0805758788042,1.65,79.6484198545,0.0,5000.0,1.90043256212,123456,687,3.879107e-11,1.327571,124.1209,5000.0,83.51006,35.93341,118.1633,0.0393302835438
688,748.482,0.08278371,476980.8,27429.59,0.792025637849,1.16,732.527979997,0.0,5000.0,3.69337139343,123456,688,2.081181e-07,0.1154387,97.68848,5000.0,26.95517,45.3423,502.6601,0.00735554311643
689,1172.271,0.6969756,513600.7,8874.675,0.0889354725869,1.52,658.032414493,0.0,5000.0,4.1411645507,123456,689,4.074399e-09,0.1072025,53.7658,5000.0,96.91702,17.46453,359.5893,0.000140883809352
690,2173.862,0.6081344,12222010.0,32279.13,0.130457752975,1.86,443.430662582,0.0,5000.0,3.14162668797,123456,690,3.444248e-12,0.07290111,167.0056,5000.0,25.10985,63.7054,143.67,0.00806476584251
691,1756.302,0.7277077,10158500.0,23568.23,0.716515337774,1.41,401.88735591,0.0,5000.0,3.29512490459,123456,691,2.885449e-12,0.3080597,147.7848,5000.0,47.2997,18.87696,589.3157,0.017443327728
692,2977.269,0.8546383,28998650.0,9010.61,0.158026696149,1.39,78.6678470806,0.0,5000.0,5.97027814742,123456,692,2.489886e-11,1.333226,60.29932,5000.0,69.27953,32.92833,76.04073,0.0260786342127
693,2053.374,0.6501407,1133236.0,14333.69,0.129944643161,1.93,205.832357474,0.0,5000.0,5.41689892897,123456,693,4.936372e-12,2.063521,122.5267,5000.0,77.95069,7.029438,235.2963,0.000324254029054
694,2099.674,0.06067179,1118005.0,16096.93,0.0698593735989,1.2,1280.00138102,0.0,5000.0,3.84415577612,123456,694,1.02379e-07,0.03735785,128.8503,5000.0,59.37248,88.03401,702.6479,0.00417366830208
695,1200.867,0.6086692,7361636.0,12136.63,0.773115282803,1.81,808.035915582,0.0,5000.0,4.28697118928,123456,695,2.56459e-09,0.1243993,148.1532,5000.0,97.16915,29.22455,706.9157,0.00730522857576
696,1367.015,0.9348414,20178840.0,11080.95,0.12302169785,1.26,365.690193863,0.0,5000.0,1.53668562297,123456,696,2.512092e-11,0.6355791,54.17899,5000.0,16.0831,10.70352,516.8393,0.00326602396471
697,1622.859,0.04556174,1311051.0,5127.39,0.0943243248884,1.49,295.686138739,0.0,5000.0,3.8283175871,123456,697,9.208771e-10,0.06228933,55.3889,5000.0,84.93488,37.79678,203.2953,0.000937759479297
698,2276.958,0.2902928,412204.1,6585.205,0.676279400523,1.13,700.490484105,0.0,5000.0,7.91786505856,123456,698,1.395915e-08,2.044649,79.81877,5000.0,49.84298,27.41117,469.399,0.0137488848944
699,2589.933,0.228228,45267570.0,6091.404,0.0400645368767,1.56,287.087315099,0.0,5000.0,1.8723099358,123456,699,1.172899e-07,0.4745194,185.6136,5000.0,92.74734,37.62254,347.6093,0.000410870183273
700,1121.017,0.5931828,7339761.0,9222.981,0.786967409112,2.2,326.397497994,0.0,5000.0,1.98296139478,123456,700,2.925783e-12,0.8500474,67.36731,5000.0,98.21206,85.73383,490.2712,0.0101379595652
701,2914.867,0.5377286,22745800.0,37869.44,0.0937265472327,1.43,738.085784129,0.0,5000.0,4.3825337359,123456,701,4.604184e-09,1.577106,129.9654,5000.0,17.31392,85.44466,161.9714,0.0581792497031
702,777.3624,0.5582003,339708.9,17961.63,0.176973626754,1.23,601.847126584,0.0,5000.0,4.15303249917,123456,702,1.565315e-11,1.167926,141.3636,5000.0,68.57964,93.93324,511.6418,0.000510582157607
703,2825.007,0.9228163,14630580.0,16430.39,0.266239288061,2.06,222.560612422,0.0,5000.0,5.33923657498,123456,703,1.915205e-11,1.319439,78.8211,5000.0,36.94888,13.35336,551.0605,0.00177122536336
704,2115.051,0.4256541,1805047.0,5493.346,0.22443689293,1.24,913.446916482,0.0,5000.0,7.93643282115,123456,704,3.456284e-07,0.06563805,149.8753,5000.0,60.00928,87.36083,147.2896,0.000205213329402
705,2138.547,0.9377669,626203.3,15971.56,0.435892414959,1.47,405.49695933,0.0,5000.0,1.11224858167,123456,705,1.841328e-08,0.2997703,30.37368,5000.0,29.25373,36.41206,337.8525,0.000765589076208
706,1496.498,0.4743563,30677200.0,40210.51,0.455197167034,1.81,993.656500671,0.0,5000.0,4.14116120457,123456,706,1.948429e-07,0.06560757,130.0081,5000.0,24.69166,39.21493,636.2547,0.0750251408735
707,1035.33,0.6729739,619287.6,13031.65,0.0678538518742,2.05,1390.33009848,0.0,5000.0,4.30109162752,123456,707,5.384018e-11,0.1484576,113.3033,5000.0,51.85804,98.68791,462.4012,0.000446833072934
708,2202.992,0.6540759,951006.1,31505.28,0.0333466088463,1.14,580.590605039,0.0,5000.0,1.41172267569,123456,708,8.656818e-07,0.233136,66.01347,5000.0,98.58801,12.92071,86.69531,0.0319526812727
709,715.741,0.3076186,25951000.0,11322.23,0.838833495134,2.29,1623.35881251,0.0,5000.0,5.75324713164,123456,709,3.488622e-12,0.1426655,157.8778,5000.0,73.76761,46.74132,628.3459,0.000251213124114
710,2746.485,0.1229299,42606390.0,34032.43,0.0845768690413,1.61,1376.63791099,0.0,5000.0,5.12811750854,123456,710,2.116365e-09,0.03825825,62.14578,5000.0,69.34081,63.4442,578.599,0.00222794731321
711,2304.298,0.6502876,6297950.0,30384.62,0.114372299667,1.61,392.43977084,0.0,5000.0,2.00715066649,123456,711,2.371912e-08,0.07653222,167.0159,5000.0,48.54667,17.34473,525.323,0.0186061590784
712,1729.912,0.06487481,20811140.0,16455.35,0.430924587107,2.28,638.946346627,0.0,5000.0,2.49302452678,123456,712,1.144271e-12,0.04702737,134.3511,5000.0,99.06207,59.15202,489.7545,0.000637703715539
713,1256.352,0.1059649,396775.5,8296.255,0.0947108996453,2.12,2486.1322308,0.0,5000.0,1.37636069452,123456,713,1.510185e-09,0.320304,188.966,5000.0,49.90421,8.173048,370.9114,0.000272618072009
714,1841.066,0.1813972,4766622.0,16524.11,0.033363460263,1.52,620.654300094,0.0,5000.0,4.85011124809,123456,714,6.376321e-09,2.469662,157.8454,5000.0,74.7882,20.33182,627.6066,0.0139526932628
715,1461.83,0.8901429,9892804.0,14409.46,0.324172143819,1.53,664.01633185,0.0,5000.0,3.44873021584,123456,715,3.104227e-07,0.06795806,151.7502,5000.0,52.54727,42.2658,102.5421,0.0619996788918
716,598.0996,0.7730652,41656630.0,43341.79,0.0790574075284,1.89,1068.65113416,0.0,5000.0,2.96249088996,123456,716,5.953284e-08,0.05463273,114.4342,5000.0,95.36381,40.20373,759.5304,0.000545557092749
717,535.1207,0.9506501,41521240.0,20860.33,0.281264149265,2.29,739.658862598,0.0,5000.0,3.35267978342,123456,717,1.071148e-07,0.05936704,159.1248,5000.0,68.02798,72.34041,273.7201,0.0319647465873
718,704.392,0.769047,4499868.0,15692.31,0.370388336983,1.98,1314.17285794,0.0,5000.0,6.90945120367,123456,718,7.777652e-10,0.1743151,159.7241,5000.0,21.40047,89.73549,180.0221,0.000275776260189
719,2284.825,0.5650568,1271087.0,13923.19,0.382812360472,1.13,311.496671401,0.0,5000.0,2.52490355861,123456,719,8.828266e-09,0.8678795,32.24238,5000.0,19.87948,85.29195,764.5518,0.0395067200337
720,2143.628,0.6514618,1648728.0,16422.0,0.179977945688,2.06,918.560716603,0.0,5000.0,5.79287880383,123456,720,7.004875e-07,0.06464042,50.90458,5000.0,25.09933,98.88496,185.0008,0.0199439288049
721,2058.478,0.8612645,3517751.0,6244.987,0.103685343879,1.27,316.82084761,0.0,5000.0,6.11178766638,123456,721,1.296359e-08,0.4635524,42.20933,5000.0,85.14779,19.41183,315.3874,0.0841521573321
722,1279.923,0.5225593,2595252.0,10267.12,0.126423228425,1.36,513.406685775,0.0,5000.0,3.9060322262,123456,722,1.270038e-07,2.548326,187.7665,5000.0,80.40101,53.11796,596.6499,0.0156749992647
723,2163.223,0.4975726,10464790.0,22074.27,0.0511725765967,1.77,141.510321256,0.0,5000.0,1.89889841372,123456,723,1.51374e-08,1.00396,100.3984,5000.0,61.56788,88.7139,122.5446,0.00177164212577
724,1340.544,0.9200996,1889836.0,5381.146,0.93513172782,1.28,798.745531123,0.0,5000.0,4.80727685395,123456,724,6.701658e-10,1.686356,158.2607,5000.0,51.64604,26.80747,43.0321,0.00377815749846
725,629.1571,0.6521742,21981260.0,11617.01,0.414545693192,1.89,619.825504481,0.0,5000.0,2.39882960313,123456,725,2.206006e-12,0.1196141,174.3383,5000.0,51.61061,49.82656,297.8527,0.0091749153865
726,2907.292,0.6178571,3209966.0,11600.59,0.0393813575882,1.6,326.52197108,0.0,5000.0,1.46280210358,123456,726,4.847427e-09,0.9446782,173.2477,5000.0,39.47684,71.92174,753.3434,0.0343119059066
727,1656.83,0.04455787,6021048.0,9303.984,0.13469998872,1.51,326.804175525,0.0,5000.0,5.13221505592,123456,727,4.374114e-10,2.429142,185.5443,5000.0,5.779685,89.43899,422.6459,0.000107562001838
728,2735.419,0.08927742,434652.1,10151.8,0.082597001446,1.88,356.430450352,0.0,5000.0,1.64296805904,123456,728,1.456444e-07,2.845705,103.4565,5000.0,30.84726,86.84714,390.4539,0.000280921927853
729,2791.386,0.7777586,40068800.0,5273.188,0.0868083314111,1.54,594.626318794,0.0,5000.0,4.98516098198,123456,729,4.710961e-11,0.5353955,47.55874,5000.0,25.69312,95.59089,582.7929,0.00260531427
730,1307.301,0.286867,5080863.0,9572.703,0.629638532997,2.27,1242.02728526,0.0,5000.0,1.1797333734,123456,730,8.19984e-07,0.0953863,57.07795,5000.0,50.601,36.30335,687.1205,0.00186757853303
731,2621.651,0.9476874,3587331.0,36051.23,0.747601180721,1.45,120.985790876,0.0,5000.0,3.62315209221,123456,731,1.59277e-10,2.08686,122.1246,5000.0,36.02167,57.32143,391.5301,0.00490477680287
732,1012.398,0.4336151,39043860.0,23649.47,0.509677166286,1.8,764.271299575,0.0,5000.0,6.35587472634,123456,732,2.544447e-10,0.1478625,142.6509,5000.0,25.24046,74.62093,92.67036,0.00019153384226
733,1464.153,0.4479275,44736600.0,5519.702,0.0775557156351,2.17,859.626092068,0.0,5000.0,1.74552805481,123456,733,6.795614e-07,1.025879,126.4774,5000.0,42.07049,94.94383,349.3795,0.00115049367723
734,1782.598,0.05871751,1824665.0,8353.532,0.182253640684,1.21,493.844969932,0.0,5000.0,5.25312416434,123456,734,2.235785e-11,1.906098,51.94269,5000.0,85.29737,17.37412,774.9662,0.0328202891992
735,2620.299,0.1776617,3103019.0,16156.4,0.200726629258,1.71,508.197307896,0.0,5000.0,4.69785685037,123456,735,3.439162e-12,0.03194614,50.11176,5000.0,83.12007,46.0987,217.2508,0.000663283030195
736,2855.605,0.3529964,1085557.0,35803.81,0.359430393881,2.16,578.598299287,0.0,5000.0,7.82924034789,123456,736,2.096666e-09,0.9103273,120.3156,5000.0,93.42539,22.36385,751.0144,0.0142125026899
737,1079.55,0.3653628,2018208.0,9601.494,0.0873964600181,1.33,803.878167501,0.0,5000.0,1.75267348722,123456,737,4.159953e-12,0.2862783,160.0017,5000.0,69.88772,24.65302,782.2221,0.000186466984002
738,1487.389,0.1552832,32642820.0,13560.22,0.893230286734,1.61,2060.52463035,0.0,5000.0,6.47557929136,123456,738,2.072086e-12,2.908587,152.7556,5000.0,68.47406,14.01066,572.0308,0.0450291332439
739,753.4366,0.4317321,36469680.0,6193.737,0.0980050370908,2.41,471.380886808,0.0,5000.0,1.51287072621,123456,739,1.697288e-07,0.2138536,191.516,5000.0,67.65199,24.94594,321.6041,0.0847641873003
740,538.8562,0.4492153,6975934.0,18690.18,0.853899596492,2.09,1146.82588508,0.0,5000.0,7.7568576456,123456,740,4.00576e-11,0.44361,95.64179,5000.0,17.23814,82.53742,403.3643,0.000292034521241
741,1028.059,0.02520885,12997320.0,7644.792,0.353392738434,1.74,621.07934596,0.0,5000.0,2.53347179827,123456,741,3.326773e-10,1.265099,30.60823,5000.0,40.60611,69.35064,531.9587,0.00025062709156
742,2222.491,0.07277784,13215650.0,6458.917,0.23638712628,1.18,158.146170587,0.0,5000.0,7.89580405165,123456,742,1.435263e-09,0.6480924,44.58134,5000.0,53.63944,5.399868,149.6477,0.0270073043625
743,759.8229,0.3970167,743866.9,7269.646,0.0698601352956,2.0,118.378861846,0.0,5000.0,2.95661712671,123456,743,7.514874e-10,0.04320318,86.29667,5000.0,87.1976,48.13944,71.74352,0.0501725637856
744,1136.084,0.5637489,810373.8,19828.67,0.330888391315,1.65,7830.37903286,0.0,5000.0,7.75006498411,123456,744,1.926995e-11,1.204064,155.4226,5000.0,8.823547,95.34211,108.6733,0.000112971485936
745,2930.249,0.6798664,16731060.0,27869.33,0.708273636052,1.94,256.37341451,0.0,5000.0,3.28533573837,123456,745,2.308311e-08,0.09457438,78.62104,5000.0,33.79774,53.35567,419.7265,0.0507890979613
746,1363.285,0.2979509,3289171.0,44423.57,0.123815251001,2.2,2363.28926164,0.0,5000.0,6.83265807307,123456,746,3.508439e-07,0.09624929,101.3313,5000.0,68.22569,34.44416,644.2107,0.00038420734412
747,776.9246,0.1387362,40697680.0,5734.486,0.0350316936997,1.56,1135.40395736,0.0,5000.0,3.17231421152,123456,747,5.603911e-12,1.956067,45.39598,5000.0,39.79695,26.8447,665.1831,0.0638601855905
748,1800.295,0.1166823,2490742.0,12896.87,0.338156169702,1.5,316.345180046,0.0,5000.0,6.6130085579,123456,748,2.148778e-10,0.2533129,199.2546,5000.0,86.8628,81.27289,410.8197,0.00529589270722
749,1360.127,0.7328098,3466874.0,16531.26,0.130598213971,1.86,995.420865126,0.0,5000.0,4.6282610297,123456,749,1.743979e-09,0.255427,158.8302,5000.0,66.86835,59.7439,611.6651,0.000774932734102
750,1489.927,0.8623968,47112880.0,16543.03,0.242668624919,2.19,635.820383082,0.0,5000.0,7.91755375833,123456,750,1.617947e-11,0.391846,91.82159,5000.0,27.82683,45.61705,408.8531,0.000205081249022
751,814.9646,0.9585156,1622117.0,8829.903,0.416950824069,1.77,1099.25987143,0.0,5000.0,6.69503771575,123456,751,1.753741e-08,0.2274385,54.0623,5000.0,75.49108,94.3333,773.7964,0.0117096797521
752,1380.115,0.293006,868415.4,25982.55,0.348677335218,2.13,1039.65432457,0.0,5000.0,3.38796235462,123456,752,6.810492e-11,0.5826533,99.63294,5000.0,29.42095,8.108383,612.7023,0.000119432044224
753,913.4517,0.8426393,16132430.0,20129.81,0.480232990727,1.56,879.905298649,0.0,5000.0,5.18425768513,123456,753,6.595665e-12,0.04591084,79.90915,5000.0,34.30449,7.821819,220.3454,0.000900014100936
754,1768.431,0.197624,6785708.0,11908.69,0.149344699956,1.65,936.241115583,0.0,5000.0,6.44264815556,123456,754,2.505038e-08,0.04434152,54.38574,5000.0,96.61574,57.22972,234.1233,0.0118759662471
755,730.6581,0.8313287,373281.3,17738.12,0.0525998145823,1.78,1251.200869,0.0,5000.0,4.61620759834,123456,755,1.343951e-07,1.114241,148.6852,5000.0,80.27227,88.76819,418.6349,0.00251223294997
756,601.8801,0.2604335,2450638.0,24492.51,0.12624309475,1.14,513.419163112,0.0,5000.0,6.66831943412,123456,756,1.533995e-07,1.001231,78.69629,5000.0,94.53864,24.91055,181.9392,0.000117362682243
757,1153.896,0.5648918,47787080.0,36117.17,0.183986641749,2.26,284.558159328,0.0,5000.0,1.55643399314,123456,757,1.45996e-08,0.3318698,114.0124,5000.0,91.50039,77.5394,499.2614,0.000540963488825
758,2983.879,0.6969291,373522.4,11000.76,0.118918078497,1.58,458.935744682,0.0,5000.0,1.42498903117,123456,758,2.847264e-11,0.504251,61.538,5000.0,31.59692,49.19034,280.6063,0.000433561225667
759,1733.739,0.3214383,31566890.0,11166.26,0.25449107839,1.41,458.88861565,0.0,5000.0,1.80443319135,123456,759,1.462011e-11,0.5351276,132.9708,5000.0,15.07905,89.93809,669.0028,0.00314904162492
760,1940.625,0.4272548,33499970.0,12474.63,0.0840787196536,1.98,584.722309572,0.0,5000.0,6.27523756513,123456,760,3.722088e-12,0.5155917,138.2463,5000.0,40.03946,37.83734,592.85,0.000134387684604
761,2495.473,0.1352607,1404558.0,20075.71,0.136974897851,2.41,420.655375574,0.0,5000.0,3.77787937239,123456,761,4.279284e-07,0.206317,194.6735,5000.0,32.35962,88.1567,98.91372,0.0183993472822
762,1362.932,0.5789778,6890539.0,17224.31,0.1812972539,2.38,344.437859335,0.0,5000.0,1.29868444544,123456,762,3.42776e-08,0.05687229,95.61139,5000.0,10.41619,24.95912,127.483,0.0555532906648
763,2178.735,0.3708284,3031171.0,35808.27,0.291257250465,2.01,423.614218407,0.0,5000.0,3.57391221639,123456,763,2.269957e-12,1.708856,68.68002,5000.0,54.87685,27.07787,477.9058,0.000223147411889
764,1760.313,0.6397291,4723330.0,19052.19,0.0332749038897,1.66,1872.70570995,0.0,5000.0,6.64122720313,123456,764,1.694993e-08,0.04140036,161.5682,5000.0,82.76549,7.223661,271.2931,0.00117838458792
765,2738.415,0.1708011,392619.8,37244.04,0.40802782679,2.48,267.996126841,0.0,5000.0,6.83531842883,123456,765,9.656933e-09,0.3047998,63.81473,5000.0,57.07277,32.52623,562.4727,0.00223243987433
766,997.6723,0.4950929,28304670.0,8336.289,0.368183587169,1.62,744.121845118,0.0,5000.0,4.94193670771,123456,766,4.324601e-07,1.531436,66.85743,5000.0,13.49649,72.17661,730.0773,0.00085910973997
767,1562.078,0.3380672,335431.9,31286.09,0.0815091231029,2.22,1210.38387863,0.0,5000.0,5.23915160375,123456,767,1.574032e-07,0.1080389,94.04662,5000.0,85.09098,89.68993,342.5405,0.000141403018886
768,2774.396,0.5120112,11020570.0,41300.64,0.351583744501,2.42,402.825229762,0.0,5000.0,2.30898443894,123456,768,2.369153e-09,0.3238338,175.9392,5000.0,59.97133,72.23337,77.94749,0.000288607791382
769,1974.364,0.684644,1898187.0,31881.08,0.060089761052,1.46,846.932226916,0.0,5000.0,2.59108070688,123456,769,1.639023e-09,0.06910124,191.6144,5000.0,24.48674,63.80337,745.2765,0.000168043476426
770,962.456,0.3563769,713064.8,24335.8,0.0320455000659,2.43,2732.49171232,0.0,5000.0,5.88450255636,123456,770,1.266561e-09,0.0818812,76.55611,5000.0,31.13176,75.01851,795.127,0.000206779952736
771,1585.729,0.4405896,7259304.0,5375.951,0.958584907215,1.97,1006.80055288,0.0,5000.0,4.37799609239,123456,771,2.916838e-10,2.366601,199.9688,5000.0,33.94967,35.04229,737.0946,0.0845037493556
772,1024.76,0.6389702,3923645.0,25677.23,0.180909058954,2.48,1105.83356764,0.0,5000.0,2.98986235284,123456,772,8.442169e-07,0.6173483,32.07549,5000.0,55.25452,51.06557,206.9781,0.00255228292704
773,1818.177,0.811721,1621842.0,43292.69,0.3724899831,2.36,256.567413666,0.0,5000.0,2.7967259872,123456,773,8.148379e-08,0.2020086,71.1558,5000.0,40.42862,95.05808,26.26708,0.0163785750718
774,822.0466,0.3873649,16779060.0,6247.609,0.179457398359,1.55,892.884638466,0.0,5000.0,3.15447931125,123456,774,9.153715e-12,0.9946929,89.18034,5000.0,52.65142,32.61422,579.5113,0.0330529968261
775,873.0074,0.2524213,4357322.0,35975.08,0.220212989966,2.38,669.790019641,0.0,5000.0,5.17559258828,123456,775,8.862769e-11,0.3386075,178.8088,5000.0,66.29464,55.64534,223.8284,0.000350160680022
776,2264.223,0.9033645,4534155.0,14752.92,0.387556065855,1.33,151.202583375,0.0,5000.0,1.71710461272,123456,776,3.398057e-08,0.5520071,124.4103,5000.0,14.25143,46.02867,523.825,0.036389400614
777,1861.792,0.297008,2630554.0,16800.1,0.989382750122,1.85,355.927500833,0.0,5000.0,7.22341264736,123456,777,2.802744e-12,0.1094257,167.9022,5000.0,88.71355,19.60418,253.0193,0.000327497511505
778,2472.503,0.07973269,43188770.0,35018.53,0.0532299165611,2.26,887.791057322,0.0,5000.0,1.50249596225,123456,778,6.203372e-07,0.1811505,79.18389,5000.0,82.54895,47.07995,767.1305,0.00108205759507
779,2903.563,0.2075027,32731660.0,32077.85,0.553502109915,1.94,205.317348974,0.0,5000.0,7.12343854828,123456,779,1.40089e-10,0.3603699,42.89758,5000.0,75.502,65.34266,649.9157,0.0779331379735
780,2631.356,0.9606674,9145010.0,15092.5,0.122870465641,1.46,841.26859362,0.0,5000.0,7.00112160096,123456,780,2.815599e-11,0.2009876,173.0562,5000.0,43.07786,27.80774,732.3136,0.00368270101406
781,980.7716,0.06983281,2356452.0,8280.657,0.280444923173,1.59,154.581248202,0.0,5000.0,7.67134086231,123456,781,1.68867e-09,0.8157723,66.87853,5000.0,97.6817,85.84846,144.0517,0.000303042832756
782,1141.517,0.1175315,555242.7,6237.062,0.591416438115,2.06,130.93779388,0.0,5000.0,5.68020593032,123456,782,3.2807e-10,0.1442781,106.5069,5000.0,85.67401,69.53952,77.68687,0.00959318899403
783,2969.384,0.2879213,980111.7,15705.44,0.262738323949,2.09,368.076204855,0.0,5000.0,4.63312871221,123456,783,8.978481e-11,0.3011185,134.354,5000.0,94.4967,68.14848,568.8386,0.000118097947024
784,2861.886,0.2616564,1195971.0,9277.891,0.127339850056,2.43,528.852621317,0.0,5000.0,2.03603702922,123456,784,4.983931e-07,1.398658,150.2354,5000.0,23.74901,54.06195,278.7504,0.00379240136031
785,918.0016,0.3774977,4456980.0,40871.5,0.0687089837671,2.08,532.073513823,0.0,5000.0,4.03710737998,123456,785,9.990984e-11,0.1057051,69.92989,5000.0,46.78726,80.20127,25.41267,0.0143385812553
786,1334.313,0.6746952,20914440.0,9870.303,0.0327524775072,2.16,841.04474819,0.0,5000.0,2.69928453383,123456,786,1.454051e-10,0.04977483,74.56537,5000.0,84.32872,7.153764,536.3705,0.0578215215954
787,2065.784,0.7417102,23923510.0,27768.34,0.107483085919,1.9,662.121953005,0.0,5000.0,1.15084361255,123456,787,1.162019e-11,0.424794,48.88263,5000.0,73.72902,9.519124,278.8066,0.0113970357795
788,2636.008,0.7375386,21949200.0,41158.55,0.0724285063908,2.17,414.11164056,0.0,5000.0,2.39627590242,123456,788,2.069515e-10,0.04797212,52.553,5000.0,73.62743,23.41334,427.4587,0.0278625032174
789,1206.809,0.1307071,1573139.0,45469.79,0.0408597798872,2.19,926.203004641,0.0,5000.0,2.70807418666,123456,789,4.508226e-09,2.177883,184.0978,5000.0,62.87913,10.49155,490.6498,0.000125215899234
790,639.2961,0.3912164,40148220.0,11665.56,0.2549602131,2.01,350.598932596,0.0,5000.0,2.68122556076,123456,790,1.39542e-12,2.479208,161.5742,5000.0,71.03276,79.49107,223.7895,0.0524202013815
791,1651.007,0.9638437,2237526.0,34126.04,0.0487387903001,1.6,38.6388365616,0.0,5000.0,2.54029874581,123456,791,1.007189e-08,0.8626123,174.0811,5000.0,54.31802,95.92205,54.35024,0.000117909440954
792,1000.962,0.3292142,321586.1,8824.994,0.0850853775593,2.18,1896.74248007,0.0,5000.0,7.99194023436,123456,792,8.46657e-12,0.07600065,58.3981,5000.0,66.9162,60.62309,240.2418,0.0253032801815
793,2910.806,0.5723502,17109050.0,6568.48,0.624197755752,1.61,582.250637011,0.0,5000.0,1.60873502572,123456,793,1.094992e-10,0.04837523,61.70829,5000.0,17.25592,39.42735,380.5061,0.000246794273104
794,853.7388,0.4082229,1251907.0,49152.6,0.59079457886,2.29,442.77836855,0.0,5000.0,1.96291611396,123456,794,5.377729e-10,0.9862797,116.5486,5000.0,45.79805,65.71199,389.3452,0.0121334858515
795,666.666,0.8719416,1614842.0,14630.49,0.193407203193,1.31,1963.02247265,0.0,5000.0,6.33704300495,123456,795,4.668733e-07,0.1191194,42.30653,5000.0,53.70098,33.06858,697.05,0.0114155164671
796,1075.987,0.7046689,4249933.0,25448.93,0.415604046819,2.3,557.050241856,0.0,5000.0,4.23793726723,123456,796,3.33503e-12,0.7257848,146.4179,5000.0,71.688,26.24655,516.1077,0.000217035441496
797,2718.404,0.3726826,19992000.0,20653.53,0.0509007891117,1.55,610.837325382,0.0,5000.0,6.46478614182,123456,797,7.483487e-11,0.3195365,150.4642,5000.0,65.71697,63.55943,285.7388,0.00470302862542
798,1959.905,0.1252758,1850971.0,16229.24,0.93560687169,1.5,684.217802613,0.0,5000.0,3.52148397105,123456,798,3.263441e-09,0.1648561,30.31609,5000.0,23.92309,24.73335,203.1082,0.00808924363622
799,2950.595,0.6137859,6877379.0,23051.05,0.152695798302,1.13,365.824818333,0.0,5000.0,4.81112464453,123456,799,3.218868e-09,2.388606,190.0645,5000.0,96.17361,5.574097,150.7122,0.00176836770499
800,1116.2,0.872757,35926670.0,48708.37,0.25063755383,1.97,3026.44009392,0.0,5000.0,6.83155809999,123456,800,2.278551e-09,0.03700315,148.0181,5000.0,25.08015,68.36783,398.1405,0.00162306514101
801,2522.363,0.775029,17238640.0,16842.66,0.103431415741,2.17,112.514234896,0.0,5000.0,4.14958202381,123456,801,7.271293e-11,0.5447664,154.0638,5000.0,84.97548,19.48974,74.3506,0.00756654880063
802,2962.605,0.4829396,16947410.0,18547.78,0.0326965322056,1.16,1072.81164265,0.0,5000.0,5.04443063471,123456,802,5.007914e-12,0.1082965,182.8018,5000.0,94.53724,30.74832,759.5305,0.0192402446087
803,1128.581,0.6053865,33769910.0,13048.84,0.0338966822422,2.1,1373.43607266,0.0,5000.0,4.22388006377,123456,803,9.090666e-07,0.06973535,33.58785,5000.0,95.42536,84.24882,127.8591,0.0382364164175
