6.799231709223715114e+00,2.876454218931235687e+02,4.109899811040428119e+01,4.274829211003983609e+00
6.799231709223715114e+00,2.876454218931235687e+02,4.109899811040428119e+01,4.274829211003983609e+00
6.799231709223715114e+00,2.876454218931235687e+02,4.109899811040428119e+01,4.274829211003983609e+00
6.799231709223715114e+00,2.876454218931235687e+02,4.109899811040428119e+01,4.274829211003983609e+00
6.799231709223715114e+00,2.876454218931235687e+02,4.109899811040428119e+01,4.274829211003983609e+00
6.882341029414515532e+00,2.963392743334126749e+02,4.181644388356575348e+01,4.280645170043740677e+00
6.871398746000070723e+00,2.996151278578729489e+02,4.223398794864203865e+01,4.284721527311580402e+00
6.871398746000070723e+00,2.996151278578729489e+02,4.223398794864203865e+01,4.284721527311580402e+00
6.876651101984045056e+00,2.986667957911279814e+02,4.192165764697868013e+01,4.282680489304926397e+00
6.881442403802738639e+00,2.987498191775823670e+02,4.179888897578488383e+01,4.282037381555903188e+00
6.881442403802738639e+00,2.987498191775823670e+02,4.179888897578488383e+01,4.282037381555903188e+00
6.886719781202769397e+00,3.079382205512886230e+02,4.190533966290141876e+01,4.285512525918617754e+00
6.877163056129997898e+00,3.089048691515970404e+02,4.168417734100918182e+01,4.284647638776382550e+00
6.878413416455250839e+00,3.132905110044562207e+02,4.215018505310262498e+01,4.290892589291782855e+00
6.878413416455250839e+00,3.132905110044562207e+02,4.215018505310262498e+01,4.290892589291782855e+00
6.878413416455250839e+00,3.132905110044562207e+02,4.215018505310262498e+01,4.290892589291782855e+00
6.880091639738884268e+00,3.136221158073083757e+02,4.218541746530343772e+01,4.290806766050082821e+00
6.880091639738884268e+00,3.136221158073083757e+02,4.218541746530343772e+01,4.290806766050082821e+00
6.881286990603730835e+00,3.171379950452453045e+02,4.212592607249717247e+01,4.292683864287088369e+00
6.881286990603730835e+00,3.171379950452453045e+02,4.212592607249717247e+01,4.292683864287088369e+00
6.881286990603730835e+00,3.171379950452453045e+02,4.212592607249717247e+01,4.292683864287088369e+00
6.886381103864839481e+00,3.245170359184378981e+02,4.239087680401480895e+01,4.299561602479534450e+00
6.886381103864839481e+00,3.245170359184378981e+02,4.239087680401480895e+01,4.299561602479534450e+00
6.911594731219778964e+00,3.377240043328014281e+02,4.225455586803543184e+01,4.297025014143338595e+00
6.910972123158533265e+00,3.491573646214205269e+02,4.182488715728595707e+01,4.305449395784261668e+00
6.903488427776927061e+00,3.482787913056051821e+02,4.175335105111614808e+01,4.308364919393434356e+00
6.898558731184331272e+00,3.477000531741780947e+02,4.170622843577031347e+01,4.310285447430572070e+00
6.898558731184331272e+00,3.477000531741780947e+02,4.170622843577031347e+01,4.310285447430572070e+00
6.898558731184331272e+00,3.477000531741780947e+02,4.170622843577031347e+01,4.310285447430572070e+00
6.898558731184331272e+00,3.477000531741780947e+02,4.170622843577031347e+01,4.310285447430572070e+00
6.898558731184331272e+00,3.477000531741780947e+02,4.170622843577031347e+01,4.310285447430572070e+00
6.883496606760009406e+00,3.617930437417790586e+02,4.364688525279268561e+01,4.315138041466526353e+00
6.883496606760009406e+00,3.617930437417790586e+02,4.364688525279268561e+01,4.315138041466526353e+00
6.889383997236120827e+00,3.525140203661724172e+02,4.129829638742410225e+01,4.310583398958322654e+00
6.895957589653566089e+00,3.494362269923544773e+02,4.071758086623635364e+01,4.307571098801268761e+00
6.886076248641850306e+00,3.540487046633815567e+02,4.029797280830133843e+01,4.319116018036525340e+00
6.886334511666393432e+00,3.568380867485433328e+02,4.063230895451581404e+01,4.318707095894205317e+00
6.886334511666393432e+00,3.568380867485433328e+02,4.063230895451581404e+01,4.318707095894205317e+00
6.886334511666393432e+00,3.568380867485433328e+02,4.063230895451581404e+01,4.318707095894205317e+00
6.886334511666393432e+00,3.568380867485433328e+02,4.063230895451581404e+01,4.318707095894205317e+00
6.897091970415184292e+00,3.445208418323703654e+02,3.827344485775083172e+01,4.308862241632043677e+00
6.895383989224557197e+00,3.457612450471768284e+02,3.822402184591848595e+01,4.309163037483624947e+00
6.895383989224557197e+00,3.457612450471768284e+02,3.822402184591848595e+01,4.309163037483624947e+00
6.878468706510199482e+00,3.356640601425809791e+02,3.719876590650837045e+01,4.315069736525235733e+00
6.877251063768478723e+00,3.350885505880200981e+02,3.708835592588301466e+01,4.316011677227606036e+00
6.864017011393457324e+00,3.278592494328776183e+02,3.512410396735033657e+01,4.322958752556059103e+00
6.884259469944430165e+00,3.357619073393158828e+02,3.616374085884900325e+01,4.311530661764823691e+00
6.884259469944430165e+00,3.357619073393158828e+02,3.616374085884900325e+01,4.311530661764823691e+00
6.888337516611684030e+00,3.381501919866664139e+02,3.680593496765590089e+01,4.308211748026539389e+00
6.888337516611684030e+00,3.381501919866664139e+02,3.680593496765590089e+01,4.308211748026539389e+00
6.888337516611684030e+00,3.381501919866664139e+02,3.680593496765590089e+01,4.308211748026539389e+00
6.888337516611684030e+00,3.381501919866664139e+02,3.680593496765590089e+01,4.308211748026539389e+00
6.896261753517853421e+00,3.405536863481587488e+02,3.741723518210517341e+01,4.303281402460663152e+00
6.877139756764906409e+00,3.377107515395391601e+02,3.809191836824225419e+01,4.315633709326302636e+00
6.862634592145282930e+00,3.331171339835067329e+02,3.835490510144396126e+01,4.326269696588687097e+00
6.862634592145282930e+00,3.331171339835067329e+02,3.835490510144396126e+01,4.326269696588687097e+00
6.891841970544636986e+00,3.387874202243871764e+02,3.740222166735424025e+01,4.307088997479690207e+00
6.877792320128008896e+00,3.395244463410163576e+02,3.766301060768150677e+01,4.313633608159152644e+00
6.849257386760853272e+00,3.294529616429041425e+02,3.760112408222919811e+01,4.332995514107084389e+00
6.847942838941757593e+00,3.295327110209595389e+02,3.764535237932029332e+01,4.333598185354567534e+00
6.847942838941757593e+00,3.295327110209595389e+02,3.764535237932029332e+01,4.333598185354567534e+00
6.847942838941757593e+00,3.295327110209595389e+02,3.764535237932029332e+01,4.333598185354567534e+00
6.838742487512068813e+00,3.263590895508903600e+02,3.763177738648774096e+01,4.339801735262706295e+00
6.756915723974245225e+00,3.063909404403717076e+02,3.722752888402279581e+01,4.395718922582151578e+00
6.747401155459844979e+00,3.049807638990128567e+02,3.734124008946408679e+01,4.401740943188364952e+00
6.747401155459844979e+00,3.049807638990128567e+02,3.734124008946408679e+01,4.401740943188364952e+00
6.747401155459844979e+00,3.049807638990128567e+02,3.734124008946408679e+01,4.401740943188364952e+00
6.631213333637575147e+00,2.783831002543651039e+02,3.786254183708418708e+01,4.477685229788490595e+00
6.631213333637575147e+00,2.783831002543651039e+02,3.786254183708418708e+01,4.477685229788490595e+00
