8849.5	-0.1151
8854.1	0.3560
8858.7	0.6701
8860.2	2.031
8860.2	1.664
8860.2	1.429
8860.9	1.089
8860.9	2.345
8862.5	2.607
8864.0	2.921
8867.0	3.261
8869.3	3.916
8871.6	4.465
8873.1	4.151
8876.2	3.837
8882.2	4.387
8886.1	4.780
8887.6	5.277
8891.4	4.910
8892.9	4.623
8893.7	5.408
8894.4	5.853
8895.9	6.115
8899.7	5.801
8903.6	5.172
8903.6	5.434
8905.1	4.910
8905.8	4.308
8907.4	4.596
8908.9	4.125
8911.9	3.785
8915.0	3.418
8916.5	3.209
8920.3	2.816
8925.6	3.366
8925.6	3.104
8926.4	3.523
8930.2	3.183
8931.7	3.052
8934.7	3.314
8937.8	3.497
8941.6	3.575
8942.4	3.837
8945.4	3.523
8949.2	3.654
8949.2	3.340
8950.7	4.073
8951.5	5.041
8952.2	4.780
8952.2	4.492
8952.2	5.225
8952.2	4.256
8953.8	5.460
8956.8	5.670
8962.1	5.958
8963.7	6.246
8965.9	6.534
8968.2	6.743
8969.0	6.874
8975.1	6.560
8977.3	6.429
8981.2	6.062
8983.4	5.905
8985.0	5.670
8992.6	5.513
8994.1	5.408
8994.8	5.146
8996.4	4.780
8997.1	4.518
8998.7	4.282
9000.2	3.994
9000.9	3.811
9001.7	3.785
9005.5	3.916
9006.3	3.628
9007.8	3.026
9007.8	3.314
9008.5	2.240
9008.5	2.659
9008.5	2.424
9010.1	2.005
9012.3	1.612
9013.1	1.350
9016.2	0.9842
9016.9	0.8534
9016.9	0.6963
9020.7	0.4869
9023.0	0.06806
9026.8	-0.2460
9029.1	0.04188
9030.6	0.4607
9030.6	0.3560
9032.9	0.3560
9033.6	0.5130
9036.7	0.8010
9036.7	0.8795
9040.5	0.4345
9042.0	0.5654
9043.5	0.7486
9045.1	0.8795
9048.1	1.219
9054.2	0.6701
9055.0	0.3560
9056.5	0.1989
9056.5	0.2774
9058.8	0.1465
