4.998993113443820135e+00,4.999964627643823434e+01,4.500084238031787010e+01,4.001658958701063362e+00,-1.100063086848042282e+01
4.998827592655043617e+00,5.000054307494307437e+01,4.500028415591849296e+01,4.002017686125699747e+00,-1.100086112451591625e+01
4.998827592655043617e+00,5.000054307494307437e+01,4.500028415591849296e+01,4.002017686125699747e+00,-1.100086112451591625e+01
4.997722252716588542e+00,5.000003762245091821e+01,4.500087738963787132e+01,4.003345286419452975e+00,-1.100142235947174996e+01
4.996204675911501525e+00,5.000338144229845483e+01,4.499864326576702211e+01,4.003570319889086626e+00,-1.099984609951796344e+01
4.994725387849389797e+00,5.000774662248429081e+01,4.499591446233333869e+01,4.003194804780275007e+00,-1.099768747518147016e+01
4.994725387849389797e+00,5.000774662248429081e+01,4.499591446233333869e+01,4.003194804780275007e+00,-1.099768747518147016e+01
4.994725387849389797e+00,5.000774662248429081e+01,4.499591446233333869e+01,4.003194804780275007e+00,-1.099768747518147016e+01
4.991746113869159451e+00,5.001215260839074972e+01,4.499438979355547019e+01,4.005238955023539660e+00,-1.099601262224933862e+01
4.991746113869159451e+00,5.001215260839074972e+01,4.499438979355547019e+01,4.005238955023539660e+00,-1.099601262224933862e+01
4.991746113869159451e+00,5.001215260839074972e+01,4.499438979355547019e+01,4.005238955023539660e+00,-1.099601262224933862e+01
4.991746113869159451e+00,5.001215260839074972e+01,4.499438979355547019e+01,4.005238955023539660e+00,-1.099601262224933862e+01
4.987147137597284008e+00,5.001792947006940437e+01,4.499212967615063263e+01,4.007823841536084508e+00,-1.099385843656698114e+01
4.975043548176216746e+00,5.003313301924367096e+01,4.498618149736161342e+01,4.014626747921843375e+00,-1.098818904896969073e+01
4.970406895712274675e+00,5.004183560754037785e+01,4.498219996499324935e+01,4.015954147009320074e+00,-1.098380505317572009e+01
4.956236271410012328e+00,5.006189797001694330e+01,4.497426321480794797e+01,4.023645517536804661e+00,-1.097568278588776813e+01
4.950786121155118735e+00,5.007126643242848019e+01,4.497014068131765896e+01,4.025684687149268193e+00,-1.097122479765844894e+01
4.950786121155118735e+00,5.007126643242848019e+01,4.497014068131765896e+01,4.025684687149268193e+00,-1.097122479765844894e+01
4.950786121155118735e+00,5.007126643242848019e+01,4.497014068131765896e+01,4.025684687149268193e+00,-1.097122479765844894e+01
4.930328963407630383e+00,5.010643098834732001e+01,4.495466673766731702e+01,4.033338717310840593e+00,-1.095449172349012734e+01
4.891879733726736568e+00,5.016965028954558647e+01,4.492734548465735855e+01,4.045943927406344010e+00,-1.092810505052352354e+01
4.800996717096069233e+00,5.030593372635166105e+01,4.487046053503333098e+01,4.068295396148517540e+00,-1.087506680772179735e+01
4.777005803706703801e+00,5.034370363777498625e+01,4.485439422147215538e+01,4.075211448201199183e+00,-1.085979245114893210e+01
4.777005803706703801e+00,5.034370363777498625e+01,4.485439422147215538e+01,4.075211448201199183e+00,-1.085979245114893210e+01
4.777005803706703801e+00,5.034370363777498625e+01,4.485439422147215538e+01,4.075211448201199183e+00,-1.085979245114893210e+01
4.755224683736535063e+00,5.037587433806677950e+01,4.484023870917911125e+01,4.082647806091904918e+00,-1.084315195922854791e+01
4.755224683736535063e+00,5.037587433806677950e+01,4.484023870917911125e+01,4.082647806091904918e+00,-1.084315195922854791e+01
4.755224683736535063e+00,5.037587433806677950e+01,4.484023870917911125e+01,4.082647806091904918e+00,-1.084315195922854791e+01
4.755224683736535063e+00,5.037587433806677950e+01,4.484023870917911125e+01,4.082647806091904918e+00,-1.084315195922854791e+01
4.819190669094490787e+00,5.027990657249863204e+01,4.487987754702320586e+01,4.061587510141050572e+00,-1.089179290223532348e+01
4.819190669094490787e+00,5.027990657249863204e+01,4.487987754702320586e+01,4.061587510141050572e+00,-1.089179290223532348e+01
4.808099693923757023e+00,5.029534962659176500e+01,4.487191780587873779e+01,4.066625440084423282e+00,-1.087846086022500280e+01
